,cluster,Major_Class,Acute_Chronic,Prod_Form
49281062915,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281062978,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281063115,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281063178,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071040,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071048,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071240,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071248,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071810,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071888,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071910,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071988,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49401008801,5,IMMUNOLOGY,ACUTE,INJECTABLES
49401008835,5,IMMUNOLOGY,ACUTE,INJECTABLES
49401008847,5,IMMUNOLOGY,ACUTE,INJECTABLES
49401010101,2,IMMUNOLOGY,ACUTE,INJECTABLES
49401010201,1,IMMUNOLOGY,ACUTE,INJECTABLES
49411005030,1,BLOOD COAGULATION,ACUTE,ORALS
49411005130,1,BLOOD COAGULATION,ACUTE,ORALS
49411005208,1,BLOOD COAGULATION,ACUTE,ORALS
49502042593,5,HIV ANTIVIRALS,CHRONIC,ORALS
49502045093,5,HIV ANTIVIRALS,CHRONIC,ORALS
49502047593,5,HIV ANTIVIRALS,CHRONIC,ORALS
49502080632,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
49502080693,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
49502090001,5,MENTAL HEALTH,CHRONIC,INSERTS/IMPLANTS
49502090030,4,MENTAL HEALTH,CHRONIC,INSERTS/IMPLANTS
49502090130,2,MENTAL HEALTH,CHRONIC,INSERTS/IMPLANTS
49502090230,4,MENTAL HEALTH,CHRONIC,INSERTS/IMPLANTS
49702020218,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702020229,3,HIV ANTIVIRALS,CHRONIC,ORALS
49702020318,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702020413,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702020548,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702020613,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702020718,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702020853,3,,,
49702021120,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702021248,2,HIV ANTIVIRALS,CHRONIC,ORALS
49702021718,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702022118,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702022144,5,HIV ANTIVIRALS,CHRONIC,ORALS
49702022248,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702022318,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702022418,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702022517,1,HIV ANTIVIRALS,CHRONIC,ORALS
49702022613,4,HIV ANTIVIRALS,CHRONIC,ORALS
49702022713,5,HIV ANTIVIRALS,CHRONIC,ORALS
49702022813,5,HIV ANTIVIRALS,CHRONIC,ORALS
49702023113,4,HIV ANTIVIRALS,CHRONIC,ORALS
49702024213,5,HIV ANTIVIRALS,CHRONIC,ORALS
49702024613,5,HIV ANTIVIRALS,CHRONIC,ORALS
49708014501,1,ANTIBACTERIALS,ACUTE,ORALS
49708014601,1,ANTIBACTERIALS,ACUTE,ORALS
49708052188,3,"COUGH COLD, INCL FLU ANTIVIRALS",ACUTE,ORALS
49708064490,3,,,
49884059002,1,RESPIRATORY AGENTS,CHRONIC,ORALS
49884093665,4,LIPID REGULATORS,CHRONIC,ORALS
49884093666,4,LIPID REGULATORS,CHRONIC,ORALS
49884093767,3,LIPID REGULATORS,CHRONIC,ORALS
49884094969,3,ONCOLOGICS,CHRONIC,ORALS
50222020310,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222020330,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222020360,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222021110,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222021130,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222021160,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222022704,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222022781,3,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222026006,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222026012,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222030260,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222030266,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222050106,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222050166,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222050247,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50222050347,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50242004062,1,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
50242004163,2,ANTICOAGULANTS,CHRONIC,INJECTABLES
50242004164,4,ANTICOAGULANTS,CHRONIC,INJECTABLES
50242004413,1,ANTICOAGULANTS,CHRONIC,INJECTABLES
50242005121,2,ONCOLOGICS,ACUTE,INJECTABLES
50242005306,2,ONCOLOGICS,ACUTE,INJECTABLES
50242006001,4,ONCOLOGICS,ACUTE,INJECTABLES
50242006101,4,ONCOLOGICS,ACUTE,INJECTABLES
50242006201,1,ONCOLOGICS,ACUTE,ORALS
50242006301,1,ONCOLOGICS,ACUTE,ORALS
50242006401,1,ONCOLOGICS,ACUTE,ORALS
50242007001,5,ONCOLOGICS,ACUTE,INJECTABLES
50242008001,3,,,
50242008002,2,OCULAR ANTINEOVASCULARISATION,ACUTE,INJECTABLES
50242008003,5,OCULAR ANTINEOVASCULARISATION,ACUTE,INJECTABLES
50242008201,3,,,
50242008202,2,OCULAR ANTINEOVASCULARISATION,ACUTE,INJECTABLES
50242008203,5,OCULAR ANTINEOVASCULARISATION,ACUTE,INJECTABLES
50242008527,3,ANTICOAGULANTS,CHRONIC,INJECTABLES
50242008701,5,ONCOLOGICS,ACUTE,INJECTABLES
50242008801,5,ONCOLOGICS,ACUTE,INJECTABLES
50242009001,1,ONCOLOGICS,ACUTE,ORALS
50242009002,1,ONCOLOGICS,ACUTE,ORALS
50242009490,5,ONCOLOGICS,ACUTE,ORALS
50242010801,5,ONCOLOGICS,ACUTE,INJECTABLES
50242012101,1,ALL OTHER RESPIRATORY,ACUTE,ORALS
50242012203,4,ALL OTHER RESPIRATORY,ACUTE,ORALS
50242012205,3,ALL OTHER RESPIRATORY,ACUTE,ORALS
50242012206,5,ALL OTHER RESPIRATORY,ACUTE,ORALS
50242012301,5,ALL OTHER RESPIRATORY,ACUTE,ORALS
50242013001,5,ONCOLOGICS,ACUTE,ORALS
50242013201,5,ONCOLOGICS,ACUTE,INJECTABLES
50242013468,1,ONCOLOGICS,ACUTE,INJECTABLES
50242013501,2,IMMUNOLOGY,CHRONIC,INJECTABLES
50242013601,2,IMMUNOLOGY,CHRONIC,INJECTABLES
50242013701,2,IMMUNOLOGY,CHRONIC,INJECTABLES
50242013801,5,IMMUNOLOGY,CHRONIC,INJECTABLES
50242014001,5,ONCOLOGICS,ACUTE,ORALS
50242014301,5,IMMUNOLOGY,CHRONIC,INJECTABLES
50242014501,5,ONCOLOGICS,ACUTE,INJECTABLES
50242015001,5,MULTIPLE SCLEROSIS,CHRONIC,INJECTABLES
50242021401,5,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
50242021501,5,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
50242071701,1,ONCOLOGICS,ACUTE,ORALS
50242082802,5,"COUGH COLD, INCL FLU ANTIVIRALS",ACUTE,ORALS
50242086002,5,"COUGH COLD, INCL FLU ANTIVIRALS",ACUTE,ORALS
50242091701,5,ONCOLOGICS,ACUTE,INJECTABLES
50242091801,5,ONCOLOGICS,ACUTE,INJECTABLES
50242092001,5,BLOOD COAGULATION,CHRONIC,INJECTABLES
50242092101,5,BLOOD COAGULATION,CHRONIC,INJECTABLES
50242092201,5,BLOOD COAGULATION,CHRONIC,INJECTABLES
50242092301,5,BLOOD COAGULATION,CHRONIC,INJECTABLES
50261031301,5,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,VAGINALS
50419010510,3,,,
50419010910,3,,,
50419011506,3,,,
50419011606,4,,,
50419017101,4,ONCOLOGICS,ACUTE,ORALS
50419017103,5,ONCOLOGICS,ACUTE,ORALS
50419025001,4,OTHER CARDIOVASCULARS,ACUTE,ORALS
50419025003,4,,,
50419025101,4,OTHER CARDIOVASCULARS,ACUTE,ORALS
50419025103,4,,,
50419025191,3,,,
50419025201,4,OTHER CARDIOVASCULARS,ACUTE,ORALS
50419025301,4,OTHER CARDIOVASCULARS,ACUTE,ORALS
50419025303,4,OTHER CARDIOVASCULARS,ACUTE,ORALS
50419025401,5,OTHER CARDIOVASCULARS,ACUTE,ORALS
50419025403,3,OTHER CARDIOVASCULARS,ACUTE,ORALS
50419039101,5,ONCOLOGICS,ACUTE,ORALS
50419039201,5,ONCOLOGICS,ACUTE,ORALS
50419039501,5,ONCOLOGICS,CHRONIC,ORALS
50419040203,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50419040701,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50419040703,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50419040901,3,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50419040903,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50419048858,5,ONCOLOGICS,ACUTE,ORALS
50419049104,3,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,INSERTS/IMPLANTS
50419052335,1,MULTIPLE SCLEROSIS,CHRONIC,OTHER SYSTEMICS
50419052401,5,MULTIPLE SCLEROSIS,CHRONIC,OTHER SYSTEMICS
50419052435,1,MULTIPLE SCLEROSIS,CHRONIC,OTHER SYSTEMICS
50419053001,1,ANTIBACTERIALS,ACUTE,ORALS
50419070105,3,,,
50419070205,3,,,
50419070305,3,,,
50419074701,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
50419075401,1,ANTIBACTERIALS,ACUTE,ORALS
50419075801,1,ANTIBACTERIALS,ACUTE,ORALS
50419077301,1,ANTIBACTERIALS,ACUTE,ORALS
50419077701,3,ANTIBACTERIALS,ACUTE,ORALS
50419086151,1,ANTIDIABETICS,CHRONIC,ORALS
50419086251,1,ANTIDIABETICS,CHRONIC,ORALS
50419086351,3,ANTIDIABETICS,CHRONIC,ORALS
50458002802,5,MENTAL HEALTH,CHRONIC,OTHER SYSTEMICS
50458002803,5,MENTAL HEALTH,CHRONIC,OTHER SYSTEMICS
50458009005,1,PAIN,ACUTE,INSERTS/IMPLANTS
50458009105,1,PAIN,ACUTE,INSERTS/IMPLANTS
50458009205,1,PAIN,ACUTE,INSERTS/IMPLANTS
50458009305,1,PAIN,ACUTE,INSERTS/IMPLANTS
50458009405,1,PAIN,ACUTE,INSERTS/IMPLANTS
50458009801,1,ALL OTHER UROLOGICAL,ACUTE,ORALS
50458010105,5,PAIN,ACUTE,INSERTS/IMPLANTS
50458010205,5,PAIN,ACUTE,INSERTS/IMPLANTS
50458010405,5,PAIN,ACUTE,INSERTS/IMPLANTS
50458010505,5,PAIN,ACUTE,INSERTS/IMPLANTS
50458010605,5,PAIN,ACUTE,INSERTS/IMPLANTS
50458014030,1,ANTIDIABETICS,CHRONIC,ORALS
50458014090,1,ANTIDIABETICS,CHRONIC,ORALS
50458014130,1,ANTIDIABETICS,CHRONIC,ORALS
50458014190,1,ANTIDIABETICS,CHRONIC,ORALS
50458017606,4,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458017615,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458017628,4,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458017806,4,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458017815,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458019106,4,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458019115,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458019406,4,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458019416,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458019428,5,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458019706,4,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458019715,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458019728,4,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458021001,1,PAIN,ACUTE,ORALS
50458021101,1,PAIN,ACUTE,ORALS
50458025106,2,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458025115,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458025128,4,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
50458025303,2,MENTAL HEALTH,CHRONIC,INJECTABLES
50458025414,5,MENTAL HEALTH,CHRONIC,INJECTABLES
50458025501,1,MENTAL HEALTH,CHRONIC,INJECTABLES
50458029001,5,SYST ANTIFUNGALS,ACUTE,ORALS
50458029004,1,SYST ANTIFUNGALS,ACUTE,ORALS
50458029028,1,SYST ANTIFUNGALS,ACUTE,ORALS
50458029515,1,SYST ANTIFUNGALS,ACUTE,ORALS
50458030001,5,MENTAL HEALTH,CHRONIC,ORALS
50458030006,1,MENTAL HEALTH,CHRONIC,ORALS
50458030050,1,MENTAL HEALTH,CHRONIC,ORALS
50458030101,1,MENTAL HEALTH,CHRONIC,ORALS
50458030104,1,MENTAL HEALTH,CHRONIC,ORALS
50458030201,2,MENTAL HEALTH,CHRONIC,ORALS
50458030206,1,MENTAL HEALTH,CHRONIC,ORALS
50458030250,5,,,
50458030503,1,MENTAL HEALTH,CHRONIC,ORALS
50458030611,1,MENTAL HEALTH,CHRONIC,OTHER SYSTEMICS
50458030711,1,MENTAL HEALTH,CHRONIC,OTHER SYSTEMICS
50458030811,1,MENTAL HEALTH,CHRONIC,OTHER SYSTEMICS
50458030911,2,MENTAL HEALTH,CHRONIC,OTHER SYSTEMICS
50458031528,3,MENTAL HEALTH,CHRONIC,ORALS
50458031530,3,MENTAL HEALTH,CHRONIC,ORALS
50458032001,3,MENTAL HEALTH,CHRONIC,ORALS
50458032006,1,MENTAL HEALTH,CHRONIC,ORALS
50458032050,1,MENTAL HEALTH,CHRONIC,ORALS
50458033001,4,MENTAL HEALTH,CHRONIC,ORALS
50458033006,1,MENTAL HEALTH,CHRONIC,ORALS
50458033050,4,MENTAL HEALTH,CHRONIC,ORALS
50458035001,4,MENTAL HEALTH,CHRONIC,ORALS
50458035006,1,MENTAL HEALTH,CHRONIC,ORALS
50458035528,3,,,
50458038730,3,ANTI-ALZHEIMERS,CHRONIC,ORALS
50458038830,3,ANTI-ALZHEIMERS,CHRONIC,ORALS
50458038930,1,ANTI-ALZHEIMERS,CHRONIC,ORALS
50458039528,2,MENTAL HEALTH,CHRONIC,ORALS
50458039530,3,,,
50458039760,1,ANTI-ALZHEIMERS,CHRONIC,ORALS
50458051360,1,PAIN,ACUTE,ORALS
50458051380,3,PAIN,ACUTE,ORALS
50458051560,1,PAIN,ACUTE,ORALS
50458051570,4,,,
50458053501,1,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS
50458053601,4,,,
50458054060,1,ANTIDIABETICS,CHRONIC,ORALS
50458054160,1,ANTIDIABETICS,CHRONIC,ORALS
50458054260,1,ANTIDIABETICS,CHRONIC,ORALS
50458054360,1,ANTIDIABETICS,CHRONIC,ORALS
50458055001,1,MENTAL HEALTH,CHRONIC,ORALS
50458055010,2,MENTAL HEALTH,CHRONIC,ORALS
50458055101,1,MENTAL HEALTH,CHRONIC,ORALS
50458055110,1,MENTAL HEALTH,CHRONIC,ORALS
50458055201,1,MENTAL HEALTH,CHRONIC,ORALS
50458055210,5,,,
50458055401,1,MENTAL HEALTH,CHRONIC,ORALS
50458056001,5,MENTAL HEALTH,CHRONIC,INJECTABLES
50458056101,5,MENTAL HEALTH,CHRONIC,INJECTABLES
50458056201,5,MENTAL HEALTH,CHRONIC,INJECTABLES
50458056301,5,MENTAL HEALTH,CHRONIC,INJECTABLES
50458056401,5,MENTAL HEALTH,CHRONIC,INJECTABLES
50458057701,5,ANTICOAGULANTS,CHRONIC,ORALS
50458057710,5,ANTICOAGULANTS,CHRONIC,ORALS
50458057718,5,ANTICOAGULANTS,CHRONIC,ORALS
50458057760,5,ANTICOAGULANTS,CHRONIC,ORALS
50458057810,1,ANTICOAGULANTS,CHRONIC,ORALS
50458057830,5,ANTICOAGULANTS,CHRONIC,ORALS
50458057890,5,ANTICOAGULANTS,CHRONIC,ORALS
50458057910,1,ANTICOAGULANTS,CHRONIC,ORALS
50458057930,5,ANTICOAGULANTS,CHRONIC,ORALS
50458057989,5,ANTICOAGULANTS,CHRONIC,ORALS
50458057990,5,ANTICOAGULANTS,CHRONIC,ORALS
50458058010,2,ANTICOAGULANTS,CHRONIC,ORALS
50458058030,5,ANTICOAGULANTS,CHRONIC,ORALS
50458058090,5,ANTICOAGULANTS,CHRONIC,ORALS
50458058451,5,ANTICOAGULANTS,CHRONIC,ORALS
50458060601,5,MENTAL HEALTH,CHRONIC,INJECTABLES
50458060701,5,MENTAL HEALTH,CHRONIC,INJECTABLES
50458060801,5,MENTAL HEALTH,CHRONIC,INJECTABLES
50458060901,5,MENTAL HEALTH,CHRONIC,INJECTABLES
50458062560,4,,,
50458063965,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50458064065,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50458064165,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50458064265,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50458064565,4,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50458064765,3,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50458065010,1,PAIN,ACUTE,ORALS
50458065060,1,PAIN,ACUTE,ORALS
50458065960,1,PAIN,ACUTE,ORALS
50458068008,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50458080501,2,URINARY INCONTINENCE,CHRONIC,ORALS
50458081001,1,URINARY INCONTINENCE,CHRONIC,ORALS
50458081501,1,URINARY INCONTINENCE,CHRONIC,ORALS
50458082002,1,PAIN,ACUTE,ORALS
50458082004,1,PAIN,ACUTE,ORALS
50458083002,1,PAIN,ACUTE,ORALS
50458083004,1,PAIN,ACUTE,ORALS
50458084002,1,PAIN,ACUTE,ORALS
50458084004,1,PAIN,ACUTE,ORALS
50458086001,1,PAIN,ACUTE,ORALS
50458086101,1,PAIN,ACUTE,ORALS
50458086201,1,PAIN,ACUTE,ORALS
50458086301,1,PAIN,ACUTE,ORALS
50458086401,1,PAIN,ACUTE,ORALS
50458092050,1,ANTIBACTERIALS,ACUTE,ORALS
50458092550,1,ANTIBACTERIALS,ACUTE,ORALS
50458093020,1,ANTIBACTERIALS,ACUTE,ORALS
50458094001,5,ANTIDIABETICS,CHRONIC,ORALS
50458094101,5,ANTIDIABETICS,CHRONIC,ORALS
50458094201,5,ANTIDIABETICS,CHRONIC,ORALS
50458094301,5,ANTIDIABETICS,CHRONIC,ORALS
50474000148,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474000263,3,,,
50474037066,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474047009,4,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474047066,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474057009,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474057066,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474059440,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474059540,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474059640,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474059766,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474059866,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474059966,3,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474067066,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474070062,4,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
50474071079,5,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
50474071081,5,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
50474077009,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474077066,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474080103,5,NERVOUS SYSTEM DISORDERS,CHRONIC,INSERTS/IMPLANTS
50474080203,4,NERVOUS SYSTEM DISORDERS,CHRONIC,INSERTS/IMPLANTS
50474080303,5,NERVOUS SYSTEM DISORDERS,CHRONIC,INSERTS/IMPLANTS
50474080403,2,NERVOUS SYSTEM DISORDERS,CHRONIC,INSERTS/IMPLANTS
50474080503,2,NERVOUS SYSTEM DISORDERS,CHRONIC,INSERTS/IMPLANTS
50474080603,4,NERVOUS SYSTEM DISORDERS,CHRONIC,INSERTS/IMPLANTS
50474087015,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
50474092090,3,,,
50474092105,3,,,
50484081015,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
50580053501,4,"ALLERGY, SYSTEMIC & NASAL",CHRONIC,ORALS
50580053504,4,"ALLERGY, SYSTEMIC & NASAL",CHRONIC,ORALS
50881000560,5,ONCOLOGICS,ACUTE,ORALS
50881001060,5,ONCOLOGICS,ACUTE,ORALS
50881001560,5,ONCOLOGICS,ACUTE,ORALS
50881002060,5,ONCOLOGICS,ACUTE,ORALS
50881002560,5,ONCOLOGICS,ACUTE,ORALS
51144005001,5,ONCOLOGICS,ACUTE,INJECTABLES
51167011301,5,ALL OTHER RESPIRATORY,ACUTE,ORALS
51167020001,1,ALL OTHER RESPIRATORY,ACUTE,ORALS
51167020002,5,,,
51167030001,5,ALL OTHER RESPIRATORY,ACUTE,ORALS
51167033101,5,ALL OTHER RESPIRATORY,ACUTE,ORALS
51167040001,2,ALL OTHER RESPIRATORY,ACUTE,ORALS
51167050002,5,ALL OTHER RESPIRATORY,ACUTE,ORALS
51167060001,5,ALL OTHER RESPIRATORY,ACUTE,ORALS
51167066101,5,ALL OTHER RESPIRATORY,ACUTE,ORALS
51167070002,2,ALL OTHER RESPIRATORY,ACUTE,ORALS
51167080901,1,ALL OTHER RESPIRATORY,ACUTE,ORALS
51167090001,5,ALL OTHER RESPIRATORY,ACUTE,ORALS
51248015001,1,URINARY INCONTINENCE,CHRONIC,ORALS
51248015003,1,URINARY INCONTINENCE,CHRONIC,ORALS
51248015052,1,URINARY INCONTINENCE,CHRONIC,ORALS
51248015101,1,URINARY INCONTINENCE,CHRONIC,ORALS
51248015103,1,URINARY INCONTINENCE,CHRONIC,ORALS
51248015152,1,URINARY INCONTINENCE,CHRONIC,ORALS
51267089099,4,"ANTI-OBESITY PREPS, EXCL. DIETETICS",ACUTE,ORALS
51285004001,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
51285004702,3,,,
51285005002,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
51285006001,5,,,
51285006390,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
51285012570,3,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
51285012698,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
51285012797,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
51285012870,3,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
51285013197,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
51285052302,1,OTHER CNS,CHRONIC,ORALS
51285052402,5,OTHER CNS,CHRONIC,ORALS
51285053802,1,MENTAL HEALTH,CHRONIC,ORALS
51285053902,1,MENTAL HEALTH,CHRONIC,ORALS
51285055402,3,MENTAL HEALTH,CHRONIC,ORALS
51285069002,4,OTHER CNS,CHRONIC,ORALS
51285075402,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,ORALS
51672520303,3,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
51672520403,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
51672520503,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
51672526303,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
51672526307,3,,,
51672528107,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
51672529203,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
51759020210,5,PAIN,ACUTE,INJECTABLES
51759020410,5,PAIN,ACUTE,INJECTABLES
52015008001,5,GI PRODUCTS,ACUTE,ORALS
52054033095,3,,,
52054051209,1,ADHD,CHRONIC,ORALS
52054051309,1,ADHD,CHRONIC,ORALS
52054051409,1,ADHD,CHRONIC,ORALS
52054055022,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
52054055028,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
52118000101,5,,,
52118000201,4,,,
52244040410,1,"ALLERGY, SYSTEMIC & NASAL",ACUTE,ORALS
52244042910,1,PAIN,ACUTE,ORALS
52244044910,1,PAIN,ACUTE,ORALS
52246092904,5,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,DERMATOLOGICALS
52276040001,3,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ACUTE,ORALS
52276040101,4,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ACUTE,ORALS
52427028501,2,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,ORALS
52427028601,1,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,ORALS
52427028701,1,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,ORALS
52427028801,1,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,ORALS
52427038290,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
52427038390,3,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
52427042990,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
